Product,Brand,SKU,Category,Old Image,New Image,Recovery Source,Recovery Confidence,Final Visibility
"Black fabric Table Lamp","Jaquar","DTL-CHR-TL1128T","Lighting","https://www.jaquar.com/images/thumbs/0041546_black-fabric-table-lamp_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/dtl-chr-tl1128t/1789315120602-dtl-chr-tl1128t.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Black fabric Wall Lamp","Jaquar","DWL-CHR-WL1128W","Lighting","https://www.jaquar.com/images/thumbs/0041619_black-fabric-wall-lamp_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/dwl-chr-wl1128w/1789315109585-dwl-chr-wl1128w.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Black fabric shade Pendant&#xA0;Light","Jaquar","DPN-CHR-SL1128S","Lighting","https://www.jaquar.com/images/thumbs/0070280_black-fabric-shade-pendantlight_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/dpn-chr-sl1128s/1789291849271-dpn-chr-sl1128s.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet","Jaquar","LAS-WHT-91153N","Accessories","https://www.jaquar.com/images/thumbs/0060126_blind-installation-wall-hung-bidet_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/las-wht-91153n/1789287407589-las-wht-91153n.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - Black Matt","Jaquar","OPS-BLM-15153PM","Showers","https://www.jaquar.com/images/thumbs/0054502_blind-installation-wall-hung-bidet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/ops-blm-15153pm/1789290677101-ops-blm-15153pm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - Black Matt","Jaquar","LAS-BLM-91153","Showers","https://www.jaquar.com/images/thumbs/0055625_blind-installation-wall-hung-bidet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/las-blm-91153/1789290457785-las-blm-91153.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - Black Matt","Jaquar","KUS-BLM-35153PM","Showers","https://www.jaquar.com/images/thumbs/0054498_blind-installation-wall-hung-bidet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kus-blm-35153pm/1789290680522-kus-blm-35153pm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - White","Jaquar","LAS-WHT-91153","Showers","https://www.jaquar.com/images/thumbs/0054465_blind-installation-wall-hung-bidet-white_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/las-wht-91153/1789290681264-las-wht-91153.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - White","Jaquar","KUS-WHT-35153PM","Showers","https://www.jaquar.com/images/thumbs/0054474_blind-installation-wall-hung-bidet-white_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/kus-wht-35153pm/1789290680947-kus-wht-35153pm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blind Installation Wall Hung Bidet - White","Jaquar","OPS-WHT-15153PM","Showers","https://www.jaquar.com/images/thumbs/0054469_blind-installation-wall-hung-bidet-white_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/ops-wht-15153pm/1789290681148-ops-wht-15153pm.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51445","Faucets","https://www.jaquar.com/images/thumbs/0055495_blush-deck-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51445/1789294518316-snr-acr-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0055496_blush-deck-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51445pk/1789294499842-snr-acr-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0055502_blush-deck-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51445pk/1789294494705-snr-bch-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51445","Faucets","https://www.jaquar.com/images/thumbs/0055501_blush-deck-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51445/1789294516488-snr-bch-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0052468_blush-deck-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51445pk/1789294470021-snr-blm-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51445","Faucets","https://www.jaquar.com/images/thumbs/0052466_blush-deck-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51445/1789294513431-snr-blm-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Chrome","Jaquar","SNR-CHR-51445","Faucets","https://www.jaquar.com/images/thumbs/0023255_blush-deck-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51445/1789294520224-snr-chr-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51445","Faucets","https://www.jaquar.com/images/thumbs/0055025_blush-deck-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51445/1789294513551-snr-grf-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0055026_blush-deck-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51445pk/1789294457433-snr-grf-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51445","Faucets","https://www.jaquar.com/images/thumbs/0055031_blush-deck-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51445/1789294508202-snr-ssf-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0055032_blush-deck-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51445pk/1789294466525-snr-ssf-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51445","Faucets","https://www.jaquar.com/images/thumbs/0052465_blush-deck-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51445/1789294518752-snr-abr-51445.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0052467_blush-deck-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51445pk/1789294466355-snr-abr-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Deck Mounted Sensor faucet-Chrome","Jaquar","SNR-CHR-51445PK","Faucets","https://www.jaquar.com/images/thumbs/0023257_blush-deck-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51445pk/1789294520169-snr-chr-51445pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0055498_blush-tall-boy-deck-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51449pk/1789294463949-snr-acr-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51449","Faucets","https://www.jaquar.com/images/thumbs/0055497_blush-tall-boy-deck-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51449/1789294507985-snr-acr-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51449","Faucets","https://www.jaquar.com/images/thumbs/0055503_blush-tall-boy-deck-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51449/1789294464010-snr-bch-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0055504_blush-tall-boy-deck-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51449pk/1789294508464-snr-bch-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51449","Faucets","https://www.jaquar.com/images/thumbs/0052470_blush-tall-boy-deck-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51449/1789294507152-snr-blm-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0052471_blush-tall-boy-deck-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51449pk/1789294457341-snr-blm-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Chrome","Jaquar","SNR-CHR-51449","Faucets","https://www.jaquar.com/images/thumbs/0055011_blush-tall-boy-deck-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51449/1789294520634-snr-chr-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Chrome","Jaquar","SNR-CHR-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0055013_blush-tall-boy-deck-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51449pk/1789294520080-snr-chr-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51449","Faucets","https://www.jaquar.com/images/thumbs/0055027_blush-tall-boy-deck-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51449/1789294507185-snr-grf-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0055028_blush-tall-boy-deck-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51449pk/1789294455447-snr-grf-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51449","Faucets","https://www.jaquar.com/images/thumbs/0055033_blush-tall-boy-deck-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51449/1789294506917-snr-ssf-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0055034_blush-tall-boy-deck-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51449pk/1789294439610-snr-ssf-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51449","Faucets","https://www.jaquar.com/images/thumbs/0052469_blush-tall-boy-deck-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51449/1789294508028-snr-abr-51449.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Tall Boy Deck Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51449PK","Faucets","https://www.jaquar.com/images/thumbs/0052472_blush-tall-boy-deck-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51449pk/1789294433809-snr-abr-51449pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51443","Faucets","https://www.jaquar.com/images/thumbs/0055493_blush-wall-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51443/1789294505859-snr-acr-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Antique Copper","Jaquar","SNR-ACR-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0055494_blush-wall-mounted-sensor-faucet-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-acr-51443pk/1789294436558-snr-acr-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0055500_blush-wall-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51443pk/1789294434152-snr-bch-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Black Chrome","Jaquar","SNR-BCH-51443","Faucets","https://www.jaquar.com/images/thumbs/0055499_blush-wall-mounted-sensor-faucet-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-bch-51443/1789294504024-snr-bch-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0055586_blush-wall-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51443pk/1789294436612-snr-blm-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Black Matt","Jaquar","SNR-BLM-51443","Faucets","https://www.jaquar.com/images/thumbs/0052462_blush-wall-mounted-sensor-faucet-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-blm-51443/1789294502455-snr-blm-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Chrome","Jaquar","SNR-CHR-51443","Faucets","https://www.jaquar.com/images/thumbs/0023243_blush-wall-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51443/1789294521163-snr-chr-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0055024_blush-wall-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51443pk/1789294432907-snr-grf-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Graphite","Jaquar","SNR-GRF-51443","Faucets","https://www.jaquar.com/images/thumbs/0055023_blush-wall-mounted-sensor-faucet-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-grf-51443/1789294470113-snr-grf-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0055030_blush-wall-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51443pk/1789294430583-snr-ssf-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet- Stainless Steel","Jaquar","SNR-SSF-51443","Faucets","https://www.jaquar.com/images/thumbs/0055029_blush-wall-mounted-sensor-faucet-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-ssf-51443/1789294470178-snr-ssf-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0052463_blush-wall-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51443pk/1789294430141-snr-abr-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet-Antique Bronze","Jaquar","SNR-ABR-51443","Faucets","https://www.jaquar.com/images/thumbs/0052461_blush-wall-mounted-sensor-faucet-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-abr-51443/1789294506199-snr-abr-51443.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Blush Wall Mounted Sensor faucet-Chrome","Jaquar","SNR-CHR-51443PK","Faucets","https://www.jaquar.com/images/thumbs/0023244_blush-wall-mounted-sensor-faucet-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/snr-chr-51443pk/1789294520766-snr-chr-51443pk.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Antique Bronze","Jaquar","BSH-ABR-1761","Showers","https://www.jaquar.com/images/thumbs/0052230_body-shower-o120mm-round-shape-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-abr-1761/1789292575716-bsh-abr-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Antique Copper","Jaquar","BSH-ACR-1761","Showers","https://www.jaquar.com/images/thumbs/0033772_body-shower-o120mm-round-shape-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-acr-1761/1789292574161-bsh-acr-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Black Chrome","Jaquar","BSH-BCH-1761","Showers","https://www.jaquar.com/images/thumbs/0033777_body-shower-o120mm-round-shape-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-bch-1761/1789292573229-bsh-bch-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Black Matt","Jaquar","BSH-BLM-1761","Showers","https://www.jaquar.com/images/thumbs/0052231_body-shower-o120mm-round-shape-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-blm-1761/1789292571577-bsh-blm-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Blush Gold Bright PVD","Jaquar","BSH-BGP-1761","Showers","https://www.jaquar.com/images/thumbs/0055638_body-shower-o120mm-round-shape-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-bgp-1761/1789288255530-bsh-bgp-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Chrome","Jaquar","BSH-CHR-1761","Showers","https://www.jaquar.com/images/thumbs/0033756_body-shower-o120mm-round-shape-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-chr-1761/1789292578228-bsh-chr-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Gold Bright PVD","Jaquar","BSH-GBP-1761","Showers","https://www.jaquar.com/images/thumbs/0055700_body-shower-o120mm-round-shape-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-gbp-1761/1789292008816-bsh-gbp-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Gold Matt PVD","Jaquar","BSH-GMP-1761","Showers","https://www.jaquar.com/images/thumbs/0059151_body-shower-o120mm-round-shape-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-gmp-1761/1789292008886-bsh-gmp-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Graphite","Jaquar","BSH-GRF-1761","Showers","https://www.jaquar.com/images/thumbs/0033788_body-shower-o120mm-round-shape-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-grf-1761/1789292571004-bsh-grf-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower &#xF8;120mm Round Shape - Stainless Steel","Jaquar","BSH-SSF-1761","Showers","https://www.jaquar.com/images/thumbs/0033791_body-shower-o120mm-round-shape-stainless-steel_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-ssf-1761/1789292554408-bsh-ssf-1761.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Antique Bronze","Jaquar","BSH-ABR-1771","Showers","https://www.jaquar.com/images/thumbs/0052232_body-shower-130x120mm-rectangular-shape-antique-bronze_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-abr-1771/1789292550289-bsh-abr-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Antique Copper","Jaquar","BSH-ACR-1771","Showers","https://www.jaquar.com/images/thumbs/0033821_body-shower-130x120mm-rectangular-shape-antique-copper_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-acr-1771/1789292546843-bsh-acr-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Black Chrome","Jaquar","BSH-BCH-1771","Showers","https://www.jaquar.com/images/thumbs/0053106_body-shower-130x120mm-rectangular-shape-black-chrome_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-bch-1771/1789315126826-bsh-bch-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Black Matt","Jaquar","BSH-BLM-1771","Showers","https://www.jaquar.com/images/thumbs/0052233_body-shower-130x120mm-rectangular-shape-black-matt_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-blm-1771/1789292543223-bsh-blm-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Blush Gold Bright PVD","Jaquar","BSH-BGP-1771","Showers","https://www.jaquar.com/images/thumbs/0055639_body-shower-130x120mm-rectangular-shape-blush-gold-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-bgp-1771/1789288255600-bsh-bgp-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Gold Bright PVD","Jaquar","BSH-GBP-1771","Showers","https://www.jaquar.com/images/thumbs/0059152_body-shower-130x120mm-rectangular-shape-gold-bright-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-gbp-1771/1789292007642-bsh-gbp-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Gold Matt PVD","Jaquar","BSH-GMP-1771","Showers","https://www.jaquar.com/images/thumbs/0059153_body-shower-130x120mm-rectangular-shape-gold-matt-pvd_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-gmp-1771/1789292007964-bsh-gmp-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
"Body Shower 130x120mm Rectangular Shape - Graphite","Jaquar","BSH-GRF-1771","Showers","https://www.jaquar.com/images/thumbs/0033836_body-shower-130x120mm-rectangular-shape-graphite_960.jpeg","https://your-prestige-in.s3.ap-south-1.amazonaws.com/prestige/catalog/jaquar/bsh-grf-1771/1789292538316-bsh-grf-1771.jpg","Existing S3 Asset","EXACT","PUBLISHED"
